CODGEO;NBMENFISC21;NBPERSMENFISC21;MED21;PIMP21;TP6021;TP60AGE121;TP60AGE221;TP60AGE321;TP60AGE421;TP60AGE521;TP60AGE621;TP60TOL121;TP60TOL221;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PPAT21;PPSOC21;PPFAM21;PPMINI21;PPLOGT21;PIMPOT21;D121;D921;RD21
63114;1564;3313;19670;38,5;20,5;s;s;31,1;s;s;s;13,1;41,0;58,3;52,5;3,5;2,3;38,7;9,2;6,0;2,1;2,8;1,1;-12,2;11030;32660;3,0
63115;1493;3687;23210;53,7;9,9;s;s;s;s;s;s;7,1;s;81,6;75,8;2,4;3,4;21,6;6,7;4,8;2,3;1,9;0,6;-14,7;13910;35870;2,6
63116;1735;3606;21140;46,7;13,9;s;s;s;s;s;s;9,0;29,8;65,4;59,2;3,4;2,8;35,7;6,5;5,0;1,9;2,3;0,8;-12,6;12640;32360;2,6
63117;2118;4235;20580;40,6;17,7;s;s;s;s;s;s;10,9;31,8;62,4;55,4;2,6;4,4;35,6;8,5;6,4;1,9;3,2;1,3;-12,9;11960;34370;2,9
63118;1953;4628;27300;64,4;5,9;s;s;s;s;s;s;s;s;81,6;73,6;2,0;6,0;25,9;8,6;2,8;1,2;1,1;0,5;-18,9;15880;44630;2,8
63119;2021;4690;24990;61,0;8,0;s;s;s;s;s;s;s;s;76,2;70,8;2,6;2,8;28,4;6,5;3,8;1,6;1,7;0,5;-14,9;14760;37560;2,5
63120;1942;4581;28640;70,2;5,0;s;s;s;s;s;s;s;s;75,1;67,2;1,8;6,1;30,9;10,7;2,1;1,0;0,8;0,3;-18,8;17030;46140;2,7
63121;2115;4580;22540;48,8;12,1;s;s;s;s;s;s;6,4;26,4;71,7;64,9;2,4;4,4;29,6;6,7;5,9;2,0;2,8;1,1;-13,9;12840;35200;2,7
63201;2360;5535;24600;58,3;8,4;s;s;s;s;s;s;s;22,1;73,9;67,5;2,3;4,1;30,0;7,4;4,0;1,8;1,6;0,6;-15,3;14550;36770;2,5
63202;2507;4665;19640;36,3;19,3;s;s;s;s;16,1;s;12,0;35,7;52,0;46,2;2,6;3,2;44,4;6,6;8,0;1,8;4,7;1,5;-11,0;11380;31060;2,7
63203;2626;5943;22650;49,2;11,5;s;s;s;s;s;s;6,7;24,6;74,9;68,5;2,8;3,6;26,8;6,1;5,6;2,1;2,6;0,9;-13,4;13300;34630;2,6
63204;3594;7077;22110;47,9;14,9;s;s;20,7;s;s;s;7,4;33,8;60,1;52,7;1,9;5,5;35,6;13,8;5,1;1,4;2,6;1,1;-14,6;12300;37570;3,1
63301;4676;10664;26610;63,9;6,1;s;s;s;s;s;s;5,0;17,6;74,7;68,2;2,2;4,3;30,2;8,9;2,9;1,3;1,2;0,4;-16,7;15950;42740;2,7
63302;5217;12140;24120;55,9;8,9;s;8,0;8,7;8,8;s;s;5,0;21,9;77,5;71,8;2,3;3,4;26,8;6,7;4,6;1,9;1,9;0,8;-15,6;14380;37510;2,6
63303;6425;13189;20040;40,0;22,4;35,5;28,9;28,3;19,8;17,4;12,5;10,4;41,7;62,2;55,2;3,7;3,3;35,0;7,0;8,4;2,3;4,4;1,7;-12,6;10560;33860;3,2
