COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;60533;Ressons-sur-Matz;CHAR;5
CODGEO;Code géographique;Code géographique;60581;Saint-Just-en-Chaussée;CHAR;5
CODGEO;Code géographique;Code géographique;60612;Senlis;CHAR;5
CODGEO;Code géographique;Code géographique;60636;Thourotte;CHAR;5
CODGEO;Code géographique;Code géographique;60667;Verberie;CHAR;5
CODGEO;Code géographique;Code géographique;61001;Alençon;CHAR;5
CODGEO;Code géographique;Code géographique;61006;Argentan;CHAR;5
CODGEO;Code géographique;Code géographique;61038;Bellême;CHAR;5
CODGEO;Code géographique;Code géographique;61145;Domfront en Poiraie;CHAR;5
CODGEO;Code géographique;Code géographique;61168;La Ferté Macé;CHAR;5
CODGEO;Code géographique;Code géographique;61169;Flers;CHAR;5
CODGEO;Code géographique;Code géographique;61181;Gacé;CHAR;5
CODGEO;Code géographique;Code géographique;61214;L'Aigle;CHAR;5
CODGEO;Code géographique;Code géographique;61293;Mortagne-au-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;61464;Sées;CHAR;5
CODGEO;Code géographique;Code géographique;61486;Tinchebray-Bocage;CHAR;5
CODGEO;Code géographique;Code géographique;61508;Vimoutiers;CHAR;5
CODGEO;Code géographique;Code géographique;62014;Aire-sur-la-Lys;CHAR;5
CODGEO;Code géographique;Code géographique;62038;Ardres;CHAR;5
CODGEO;Code géographique;Code géographique;62041;Arras;CHAR;5
CODGEO;Code géographique;Code géographique;62045;Aubigny-en-Artois;CHAR;5
CODGEO;Code géographique;Code géographique;62048;Auchel;CHAR;5
CODGEO;Code géographique;Code géographique;62057;Audruicq;CHAR;5
CODGEO;Code géographique;Code géographique;62060;Auxi-le-Château;CHAR;5
CODGEO;Code géographique;Code géographique;62080;Bapaume;CHAR;5
CODGEO;Code géographique;Code géographique;62108;Berck;CHAR;5
CODGEO;Code géographique;Code géographique;62119;Béthune;CHAR;5
CODGEO;Code géographique;Code géographique;62160;Boulogne-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;62178;Bruay-la-Buissière;CHAR;5
CODGEO;Code géographique;Code géographique;62193;Calais;CHAR;5
CODGEO;Code géographique;Code géographique;62268;Desvres;CHAR;5
CODGEO;Code géographique;Code géographique;62318;Étaples;CHAR;5
CODGEO;Code géographique;Code géographique;62361;Frévent;CHAR;5
CODGEO;Code géographique;Code géographique;62364;Fruges;CHAR;5
CODGEO;Code géographique;Code géographique;62397;Guînes;CHAR;5
CODGEO;Code géographique;Code géographique;62447;Hesdin;CHAR;5
CODGEO;Code géographique;Code géographique;62497;Leforest;CHAR;5
CODGEO;Code géographique;Code géographique;62498;Lens;CHAR;5
CODGEO;Code géographique;Code géographique;62534;Lumbres;CHAR;5
CODGEO;Code géographique;Code géographique;62560;Marquise;CHAR;5
CODGEO;Code géographique;Code géographique;62588;Montreuil-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;62617;Nœux-les-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;62765;Saint-Omer;CHAR;5
CODGEO;Code géographique;Code géographique;62767;Saint-Pol-sur-Ternoise;CHAR;5
CODGEO;Code géographique;Code géographique;62773;Samer;CHAR;5
CODGEO;Code géographique;Code géographique;62861;Vimy;CHAR;5
CODGEO;Code géographique;Code géographique;62893;Wimereux;CHAR;5
CODGEO;Code géographique;Code géographique;62895;Wingles;CHAR;5
CODGEO;Code géographique;Code géographique;63003;Ambert;CHAR;5
CODGEO;Code géographique;Code géographique;63010;Arlanc;CHAR;5
CODGEO;Code géographique;Code géographique;63038;Besse-et-Saint-Anastaise;CHAR;5
CODGEO;Code géographique;Code géographique;63040;Billom;CHAR;5
CODGEO;Code géographique;Code géographique;63047;La Bourboule-Mont-Dore;CHAR;5
CODGEO;Code géographique;Code géographique;63113;Clermont-Ferrand;CHAR;5
CODGEO;Code géographique;Code géographique;63125;Courpière;CHAR;5
CODGEO;Code géographique;Code géographique;63178;Issoire;CHAR;5
CODGEO;Code géographique;Code géographique;63195;Lezoux;CHAR;5
CODGEO;Code géographique;Code géographique;63214;Les Martres-de-Veyre;CHAR;5
CODGEO;Code géographique;Code géographique;63283;Pontaumur;CHAR;5
CODGEO;Code géographique;Code géographique;63284;Pont-du-Château;CHAR;5
CODGEO;Code géographique;Code géographique;63285;Pontgibaud;CHAR;5
CODGEO;Code géographique;Code géographique;63300;Riom;CHAR;5
CODGEO;Code géographique;Code géographique;63338;Saint-Éloy-les-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;63430;Thiers;CHAR;5
CODGEO;Code géographique;Code géographique;63457;Vic-le-Comte;CHAR;5
CODGEO;Code géographique;Code géographique;64061;Artix;CHAR;5
CODGEO;Code géographique;Code géographique;64062;Arudy;CHAR;5
CODGEO;Code géographique;Code géographique;64063;Arzacq-Arraziguet;CHAR;5
CODGEO;Code géographique;Code géographique;64102;Bayonne;CHAR;5
CODGEO;Code géographique;Code géographique;64160;Cambo-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;64233;Garlin;CHAR;5
CODGEO;Code géographique;Code géographique;64256;Hasparren;CHAR;5
CODGEO;Code géographique;Code géographique;64260;Hendaye;CHAR;5
CODGEO;Code géographique;Code géographique;64320;Laruns;CHAR;5
CODGEO;Code géographique;Code géographique;64331;Lembeye;CHAR;5
CODGEO;Code géographique;Code géographique;64371;Mauléon-Licharre;CHAR;5
CODGEO;Code géographique;Code géographique;64393;Monein;CHAR;5
CODGEO;Code géographique;Code géographique;64410;Mourenx;CHAR;5
CODGEO;Code géographique;Code géographique;64416;Navarrenx;CHAR;5
CODGEO;Code géographique;Code géographique;64417;Nay;CHAR;5
CODGEO;Code géographique;Code géographique;64422;Oloron-Sainte-Marie;CHAR;5
CODGEO;Code géographique;Code géographique;64430;Orthez;CHAR;5
CODGEO;Code géographique;Code géographique;64445;Pau;CHAR;5
CODGEO;Code géographique;Code géographique;64453;Pontacq;CHAR;5
CODGEO;Code géographique;Code géographique;64483;Saint-Jean-de-Luz;CHAR;5
CODGEO;Code géographique;Code géographique;64485;Saint-Jean-Pied-de-Port;CHAR;5
CODGEO;Code géographique;Code géographique;64493;Saint-Palais;CHAR;5
CODGEO;Code géographique;Code géographique;64495;Saint-Pée-sur-Nivelle;CHAR;5
CODGEO;Code géographique;Code géographique;64499;Salies-de-Béarn;CHAR;5
CODGEO;Code géographique;Code géographique;64526;Soumoulou;CHAR;5
CODGEO;Code géographique;Code géographique;65025;Argelès-Gazost;CHAR;5
CODGEO;Code géographique;Code géographique;65031;Arreau;CHAR;5
CODGEO;Code géographique;Code géographique;65059;Bagnères-de-Bigorre;CHAR;5
CODGEO;Code géographique;Code géographique;65258;Lannemezan;CHAR;5
CODGEO;Code géographique;Code géographique;65286;Lourdes;CHAR;5
CODGEO;Code géographique;Code géographique;65295;Luz-Saint-Sauveur;CHAR;5
CODGEO;Code géographique;Code géographique;65304;Maubourguet;CHAR;5
CODGEO;Code géographique;Code géographique;65440;Tarbes;CHAR;5
CODGEO;Code géographique;Code géographique;65452;Trie-sur-Baïse;CHAR;5
CODGEO;Code géographique;Code géographique;65460;Vic-en-Bigorre;CHAR;5
CODGEO;Code géographique;Code géographique;66003;Amélie-les-Bains-Palalda;CHAR;5
CODGEO;Code géographique;Code géographique;66016;Banyuls-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;66024;Le Boulou;CHAR;5
CODGEO;Code géographique;Code géographique;66025;Bourg-Madame;CHAR;5
CODGEO;Code géographique;Code géographique;66037;Canet-en-Roussillon;CHAR;5
CODGEO;Code géographique;Code géographique;66049;Céret;CHAR;5
CODGEO;Code géographique;Code géographique;66088;Ille-sur-Têt;CHAR;5
CODGEO;Code géographique;Code géographique;66108;Millas;CHAR;5
CODGEO;Code géographique;Code géographique;66124;Font-Romeu-Odeillo-Via;CHAR;5
CODGEO;Code géographique;Code géographique;66136;Perpignan;CHAR;5
CODGEO;Code géographique;Code géographique;66144;Pollestres;CHAR;5
CODGEO;Code géographique;Code géographique;66148;Port-Vendres;CHAR;5
CODGEO;Code géographique;Code géographique;66149;Prades;CHAR;5
CODGEO;Code géographique;Code géographique;66171;Saint-Cyprien;CHAR;5
CODGEO;Code géographique;Code géographique;66180;Saint-Laurent-de-la-Salanque;CHAR;5
CODGEO;Code géographique;Code géographique;66210;Thuir;CHAR;5
CODGEO;Code géographique;Code géographique;67021;Barr;CHAR;5
CODGEO;Code géographique;Code géographique;67028;Benfeld;CHAR;5
CODGEO;Code géographique;Code géographique;67061;Bouxwiller;CHAR;5
CODGEO;Code géographique;Code géographique;67067;Brumath;CHAR;5
CODGEO;Code géographique;Code géographique;67095;Diemeringen;CHAR;5
CODGEO;Code géographique;Code géographique;67106;Drusenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67130;Erstein;CHAR;5
CODGEO;Code géographique;Code géographique;67152;Geispolsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67180;Haguenau;CHAR;5
CODGEO;Code géographique;Code géographique;67202;Hochfelden;CHAR;5
CODGEO;Code géographique;Code géographique;67205;Hœrdt;CHAR;5
CODGEO;Code géographique;Code géographique;67222;Ingwiller;CHAR;5
CODGEO;Code géographique;Code géographique;67281;Marckolsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67282;Marlenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67283;Marmoutier;CHAR;5
CODGEO;Code géographique;Code géographique;67300;Molsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67348;Obernai;CHAR;5
CODGEO;Code géographique;Code géographique;67372;Val-de-Moder;CHAR;5
CODGEO;Code géographique;Code géographique;67388;Reichshoffen;CHAR;5
CODGEO;Code géographique;Code géographique;67411;Rosheim;CHAR;5
CODGEO;Code géographique;Code géographique;67434;Sarre-Union;CHAR;5
CODGEO;Code géographique;Code géographique;67437;Saverne;CHAR;5
CODGEO;Code géographique;Code géographique;67448;Schirmeck;CHAR;5
CODGEO;Code géographique;Code géographique;67462;Sélestat;CHAR;5
CODGEO;Code géographique;Code géographique;67463;Seltz;CHAR;5
CODGEO;Code géographique;Code géographique;67474;Soultz-sous-Forêts;CHAR;5
CODGEO;Code géographique;Code géographique;67482;Strasbourg;CHAR;5
CODGEO;Code géographique;Code géographique;67495;Truchtersheim;CHAR;5
CODGEO;Code géographique;Code géographique;67507;Villé;CHAR;5
CODGEO;Code géographique;Code géographique;67519;La Wantzenau;CHAR;5
CODGEO;Code géographique;Code géographique;67520;Wasselonne;CHAR;5
CODGEO;Code géographique;Code géographique;67544;Wissembourg;CHAR;5
CODGEO;Code géographique;Code géographique;67550;Wœrth;CHAR;5
CODGEO;Code géographique;Code géographique;68004;Altkirch;CHAR;5
CODGEO;Code géographique;Code géographique;68063;Cernay;CHAR;5
CODGEO;Code géographique;Code géographique;68066;Colmar;CHAR;5
CODGEO;Code géographique;Code géographique;68068;Dannemarie;CHAR;5
CODGEO;Code géographique;Code géographique;68082;Ensisheim;CHAR;5
CODGEO;Code géographique;Code géographique;68112;Guebwiller;CHAR;5
CODGEO;Code géographique;Code géographique;68138;Hirsingue;CHAR;5
CODGEO;Code géographique;Code géographique;68162;Kaysersberg Vignoble;CHAR;5
CODGEO;Code géographique;Code géographique;68201;Masevaux-Niederbruck;CHAR;5
CODGEO;Code géographique;Code géographique;68224;Mulhouse;CHAR;5
CODGEO;Code géographique;Code géographique;68226;Munster;CHAR;5
CODGEO;Code géographique;Code géographique;68269;Ribeauvillé;CHAR;5
CODGEO;Code géographique;Code géographique;68287;Rouffach;CHAR;5
CODGEO;Code géographique;Code géographique;68297;Saint-Louis;CHAR;5
CODGEO;Code géographique;Code géographique;68298;Sainte-Marie-aux-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;68309;Sierentz;CHAR;5
CODGEO;Code géographique;Code géographique;68334;Thann;CHAR;5
CODGEO;Code géographique;Code géographique;69006;Amplepuis;CHAR;5
CODGEO;Code géographique;Code géographique;69010;L'Arbresle;CHAR;5
CODGEO;Code géographique;Code géographique;69018;Beaujeu;CHAR;5
CODGEO;Code géographique;Code géographique;69019;Belleville-en-Beaujolais;CHAR;5
CODGEO;Code géographique;Code géographique;69024;Val d'Oingt;CHAR;5
CODGEO;Code géographique;Code géographique;69064;Condrieu;CHAR;5
CODGEO;Code géographique;Code géographique;69066;Cours;CHAR;5
CODGEO;Code géographique;Code géographique;69091;Givors;CHAR;5
CODGEO;Code géographique;Code géographique;69112;Lentilly;CHAR;5
CODGEO;Code géographique;Code géographique;69123;Lyon;CHAR;5
CODGEO;Code géographique;Code géographique;69141;Mornant;CHAR;5
CODGEO;Code géographique;Code géographique;69143;Neuville-sur-Saône;CHAR;5
CODGEO;Code géographique;Code géographique;69201;Sainte-Foy-l'Argentière;CHAR;5
CODGEO;Code géographique;Code géographique;69220;Saint-Laurent-de-Chamousset;CHAR;5
CODGEO;Code géographique;Code géographique;69227;Saint-Martin-en-Haut;CHAR;5
CODGEO;Code géographique;Code géographique;69238;Saint-Symphorien-sur-Coise;CHAR;5
CODGEO;Code géographique;Code géographique;69243;Tarare;CHAR;5
CODGEO;Code géographique;Code géographique;69248;Thizy-les-Bourgs;CHAR;5
CODGEO;Code géographique;Code géographique;69264;Villefranche-sur-Saône;CHAR;5
CODGEO;Code géographique;Code géographique;69287;Saint-Bonnet-de-Mure;CHAR;5
CODGEO;Code géographique;Code géographique;70198;Dampierre-sur-Salon;CHAR;5
CODGEO;Code géographique;Code géographique;70279;Gray;CHAR;5
CODGEO;Code géographique;Code géographique;70285;Héricourt;CHAR;5
CODGEO;Code géographique;Code géographique;70292;Jussey;CHAR;5
CODGEO;Code géographique;Code géographique;70310;Lure;CHAR;5
CODGEO;Code géographique;Code géographique;70311;Luxeuil-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;70334;Marnay;CHAR;5
CODGEO;Code géographique;Code géographique;70421;Port-sur-Saône;CHAR;5
CODGEO;Code géographique;Code géographique;70447;Rioz;CHAR;5
CODGEO;Code géographique;Code géographique;70467;Saint-Loup-sur-Semouse;CHAR;5
CODGEO;Code géographique;Code géographique;70550;Vesoul;CHAR;5
CODGEO;Code géographique;Code géographique;70561;Villersexel;CHAR;5
CODGEO;Code géographique;Code géographique;71014;Autun;CHAR;5
CODGEO;Code géographique;Code géographique;71047;Bourbon-Lancy;CHAR;5
CODGEO;Code géographique;Code géographique;71073;Chagny;CHAR;5
CODGEO;Code géographique;Code géographique;71076;Chalon-sur-Saône;CHAR;5
CODGEO;Code géographique;Code géographique;71090;La Chapelle-de-Guinchay;CHAR;5
CODGEO;Code géographique;Code géographique;71106;Charolles;CHAR;5
CODGEO;Code géographique;Code géographique;71120;Chauffailles;CHAR;5
CODGEO;Code géographique;Code géographique;71133;La Clayette;CHAR;5
CODGEO;Code géographique;Code géographique;71137;Cluny;CHAR;5
CODGEO;Code géographique;Code géographique;71153;Le Creusot;CHAR;5
CODGEO;Code géographique;Code géographique;71176;Digoin;CHAR;5
CODGEO;Code géographique;Code géographique;71192;Étang-sur-Arroux;CHAR;5
CODGEO;Code géographique;Code géographique;71221;Givry;CHAR;5
CODGEO;Code géographique;Code géographique;71230;Gueugnon;CHAR;5
CODGEO;Code géographique;Code géographique;71263;Louhans;CHAR;5
CODGEO;Code géographique;Code géographique;71270;Mâcon;CHAR;5
CODGEO;Code géographique;Code géographique;71275;Marcigny;CHAR;5
CODGEO;Code géographique;Code géographique;71306;Montceau-les-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;71310;Montchanin;CHAR;5
CODGEO;Code géographique;Code géographique;71342;Paray-le-Monial;CHAR;5
CODGEO;Code géographique;Code géographique;71351;Pierre-de-Bresse;CHAR;5
CODGEO;Code géographique;Code géographique;71417;Saint-Gengoux-le-National;CHAR;5
CODGEO;Code géographique;Code géographique;71419;Saint-Germain-du-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;71512;Sennecey-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;71543;Tournus;CHAR;5
CODGEO;Code géographique;Code géographique;72029;Beaumont-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72039;Bonnétable;CHAR;5
CODGEO;Code géographique;Code géographique;72068;La Chartre-sur-le-Loir;CHAR;5
CODGEO;Code géographique;Code géographique;72071;Montval-sur-Loir;CHAR;5
CODGEO;Code géographique;Code géographique;72089;Conlie;CHAR;5
CODGEO;Code géographique;Code géographique;72090;Connerré;CHAR;5
CODGEO;Code géographique;Code géographique;72124;Écommoy;CHAR;5
CODGEO;Code géographique;Code géographique;72132;La Ferté-Bernard;CHAR;5
CODGEO;Code géographique;Code géographique;72138;Fresnay-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72143;Le Grand-Lucé;CHAR;5
CODGEO;Code géographique;Code géographique;72154;La Flèche;CHAR;5
CODGEO;Code géographique;Code géographique;72168;Loué;CHAR;5
CODGEO;Code géographique;Code géographique;72176;Le Lude;CHAR;5
CODGEO;Code géographique;Code géographique;72180;Mamers;CHAR;5
CODGEO;Code géographique;Code géographique;72181;Le Mans;CHAR;5
CODGEO;Code géographique;Code géographique;72189;Marolles-les-Braults;CHAR;5
CODGEO;Code géographique;Code géographique;72213;Mulsanne;CHAR;5
CODGEO;Code géographique;Code géographique;72231;Parigné-l'Évêque;CHAR;5
CODGEO;Code géographique;Code géographique;72264;Sablé-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72269;Saint-Calais;CHAR;5
CODGEO;Code géographique;Code géographique;72334;Sillé-le-Guillaume;CHAR;5
CODGEO;Code géographique;Code géographique;72346;La Suze-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72373;Vibraye;CHAR;5
CODGEO;Code géographique;Code géographique;73006;Aime-la-Plagne;CHAR;5
CODGEO;Code géographique;Code géographique;73008;Aix-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;73010;Entrelacs;CHAR;5
CODGEO;Code géographique;Code géographique;73011;Albertville;CHAR;5
CODGEO;Code géographique;Code géographique;73034;Beaufort;CHAR;5
CODGEO;Code géographique;Code géographique;73054;Bourg-Saint-Maurice;CHAR;5
CODGEO;Code géographique;Code géographique;73055;Bozel;CHAR;5
CODGEO;Code géographique;Code géographique;73065;Chambéry;CHAR;5
CODGEO;Code géographique;Code géographique;73157;Modane;CHAR;5
CODGEO;Code géographique;Code géographique;73171;Montmélian;CHAR;5
CODGEO;Code géographique;Code géographique;73181;Moûtiers;CHAR;5
CODGEO;Code géographique;Code géographique;73215;Valgelon-La Rochette;CHAR;5
CODGEO;Code géographique;Code géographique;73236;Saint-Genix-les-Villages;CHAR;5
CODGEO;Code géographique;Code géographique;73248;Saint-Jean-de-Maurienne;CHAR;5
CODGEO;Code géographique;Code géographique;73270;Saint-Pierre-d'Albigny;CHAR;5
CODGEO;Code géographique;Code géographique;73303;Ugine;CHAR;5
CODGEO;Code géographique;Code géographique;73304;Val-d'Isère;CHAR;5
CODGEO;Code géographique;Code géographique;73330;Yenne;CHAR;5
CODGEO;Code géographique;Code géographique;74010;Annecy;CHAR;5
CODGEO;Code géographique;Code géographique;74012;Annemasse;CHAR;5
CODGEO;Code géographique;Code géographique;74042;Bonneville;CHAR;5
CODGEO;Code géographique;Code géographique;74043;Bons-en-Chablais;CHAR;5
CODGEO;Code géographique;Code géographique;74056;Chamonix-Mont-Blanc;CHAR;5
CODGEO;Code géographique;Code géographique;74081;Cluses;CHAR;5
CODGEO;Code géographique;Code géographique;74096;Cruseilles;CHAR;5
CODGEO;Code géographique;Code géographique;74105;Douvaine;CHAR;5
CODGEO;Code géographique;Code géographique;74123;Faverges-Seythenex;CHAR;5
CODGEO;Code géographique;Code géographique;74137;Groisy;CHAR;5
CODGEO;Code géographique;Code géographique;74191;Morzine;CHAR;5
CODGEO;Code géographique;Code géographique;74220;Reignier-Ésery;CHAR;5
CODGEO;Code géographique;Code géographique;74224;La Roche-sur-Foron;CHAR;5
CODGEO;Code géographique;Code géographique;74225;Rumilly;CHAR;5
CODGEO;Code géographique;Code géographique;74236;Saint-Gervais-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;74243;Saint-Julien-en-Genevois;CHAR;5
CODGEO;Code géographique;Code géographique;74256;Sallanches;CHAR;5
CODGEO;Code géographique;Code géographique;74258;Samoëns;CHAR;5
CODGEO;Code géographique;Code géographique;74269;Seyssel;CHAR;5
CODGEO;Code géographique;Code géographique;74276;Taninges;CHAR;5
CODGEO;Code géographique;Code géographique;74280;Thônes;CHAR;5
CODGEO;Code géographique;Code géographique;74281;Thonon-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;74311;Viuz-en-Sallaz;CHAR;5
CODGEO;Code géographique;Code géographique;75056;Paris;CHAR;5
CODGEO;Code géographique;Code géographique;76034;Val-de-Scie;CHAR;5
CODGEO;Code géographique;Code géographique;76035;Aumale;CHAR;5
CODGEO;Code géographique;Code géographique;76057;Barentin;CHAR;5
CODGEO;Code géographique;Code géographique;76101;Blangy-sur-Bresle;CHAR;5
CODGEO;Code géographique;Code géographique;76114;Bolbec;CHAR;5
CODGEO;Code géographique;Code géographique;76146;Buchy;CHAR;5
CODGEO;Code géographique;Code géographique;76159;Cany-Barville;CHAR;5
CODGEO;Code géographique;Code géographique;76164;Rives-en-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;76196;Criquetot-l'Esneval;CHAR;5
CODGEO;Code géographique;Code géographique;76217;Dieppe;CHAR;5
CODGEO;Code géographique;Code géographique;76219;Doudeville;CHAR;5
CODGEO;Code géographique;Code géographique;76222;Duclair;CHAR;5
CODGEO;Code géographique;Code géographique;76255;Eu;CHAR;5
CODGEO;Code géographique;Code géographique;76258;Terres-de-Caux;CHAR;5
CODGEO;Code géographique;Code géographique;76259;Fécamp;CHAR;5
CODGEO;Code géographique;Code géographique;76276;Forges-les-Eaux;CHAR;5
CODGEO;Code géographique;Code géographique;76302;Goderville;CHAR;5
CODGEO;Code géographique;Code géographique;76312;Gournay-en-Bray;CHAR;5
CODGEO;Code géographique;Code géographique;76351;Le Havre;CHAR;5
CODGEO;Code géographique;Code géographique;76400;Luneray;CHAR;5
CODGEO;Code géographique;Code géographique;76462;Neufchâtel-en-Bray;CHAR;5
CODGEO;Code géographique;Code géographique;76476;Port-Jérôme-sur-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;76482;Offranville;CHAR;5
CODGEO;Code géographique;Code géographique;76540;Rouen;CHAR;5
CODGEO;Code géographique;Code géographique;76647;Saint-Romain-de-Colbosc;CHAR;5
CODGEO;Code géographique;Code géographique;76648;Saint-Saëns;CHAR;5
CODGEO;Code géographique;Code géographique;76655;Saint-Valery-en-Caux;CHAR;5
CODGEO;Code géographique;Code géographique;76752;Yerville;CHAR;5
CODGEO;Code géographique;Code géographique;76758;Yvetot;CHAR;5
CODGEO;Code géographique;Code géographique;77051;Bray-sur-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;77053;Brie-Comte-Robert;CHAR;5
CODGEO;Code géographique;Code géographique;77088;La Chapelle-la-Reine;CHAR;5
CODGEO;Code géographique;Code géographique;77100;Le Châtelet-en-Brie;CHAR;5
CODGEO;Code géographique;Code géographique;77118;Claye-Souilly;CHAR;5
CODGEO;Code géographique;Code géographique;77131;Coulommiers;CHAR;5
CODGEO;Code géographique;Code géographique;77142;Crécy-la-Chapelle;CHAR;5
CODGEO;Code géographique;Code géographique;77153;Dammartin-en-Goële;CHAR;5
CODGEO;Code géographique;Code géographique;77171;Esbly;CHAR;5
CODGEO;Code géographique;Code géographique;77182;La Ferté-Gaucher;CHAR;5
CODGEO;Code géographique;Code géographique;77183;La Ferté-sous-Jouarre;CHAR;5
CODGEO;Code géographique;Code géographique;77186;Fontainebleau;CHAR;5
CODGEO;Code géographique;Code géographique;77192;Fontenay-Trésigny;CHAR;5
CODGEO;Code géographique;Code géographique;77268;Magny-le-Hongre;CHAR;5
CODGEO;Code géographique;Code géographique;77284;Meaux;CHAR;5
CODGEO;Code géographique;Code géographique;77288;Melun;CHAR;5
CODGEO;Code géographique;Code géographique;77305;Montereau-Fault-Yonne;CHAR;5
CODGEO;Code géographique;Code géographique;77316;Moret-Loing-et-Orvanne;CHAR;5
CODGEO;Code géographique;Code géographique;77327;Nangis;CHAR;5
CODGEO;Code géographique;Code géographique;77333;Nemours;CHAR;5
CODGEO;Code géographique;Code géographique;77379;Provins;CHAR;5
CODGEO;Code géographique;Code géographique;77393;Rozay-en-Brie;CHAR;5
CODGEO;Code géographique;Code géographique;77407;Saint-Fargeau-Ponthierry;CHAR;5
CODGEO;Code géographique;Code géographique;77437;Saint-Soupplets;CHAR;5
CODGEO;Code géographique;Code géographique;77458;Souppes-sur-Loing;CHAR;5
CODGEO;Code géographique;Code géographique;77470;Tournan-en-Brie;CHAR;5
CODGEO;Code géographique;Code géographique;78029;Aubergenville;CHAR;5
CODGEO;Code géographique;Code géographique;78089;Bonnières-sur-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;78217;Épône;CHAR;5
CODGEO;Code géographique;Code géographique;78220;Les Essarts-le-Roi;CHAR;5
CODGEO;Code géographique;Code géographique;78267;Gargenville;CHAR;5
CODGEO;Code géographique;Code géographique;78310;Houdan;CHAR;5
CODGEO;Code géographique;Code géographique;78361;Mantes-la-Jolie;CHAR;5
CODGEO;Code géographique;Code géographique;78420;Montfort-l'Amaury;CHAR;5
CODGEO;Code géographique;Code géographique;78455;Noisy-le-Roi;CHAR;5
CODGEO;Code géographique;Code géographique;78486;Le Perray-en-Yvelines;CHAR;5
CODGEO;Code géographique;Code géographique;78513;La Queue-les-Yvelines;CHAR;5
CODGEO;Code géographique;Code géographique;78517;Rambouillet;CHAR;5
CODGEO;Code géographique;Code géographique;78537;Saint-Arnoult-en-Yvelines;CHAR;5
CODGEO;Code géographique;Code géographique;79005;Airvault;CHAR;5
CODGEO;Code géographique;Code géographique;79048;La Crèche;CHAR;5
CODGEO;Code géographique;Code géographique;79049;Bressuire;CHAR;5
CODGEO;Code géographique;Code géographique;79061;Celles-sur-Belle;CHAR;5
CODGEO;Code géographique;Code géographique;79062;Cerizay;CHAR;5
CODGEO;Code géographique;Code géographique;79079;Mauléon;CHAR;5
CODGEO;Code géographique;Code géographique;79083;Chef-Boutonne;CHAR;5
CODGEO;Code géographique;Code géographique;79101;Coulonges-sur-l'Autize;CHAR;5
CODGEO;Code géographique;Code géographique;79174;Melle;CHAR;5
CODGEO;Code géographique;Code géographique;79179;Moncoutant-sur-Sèvre;CHAR;5
CODGEO;Code géographique;Code géographique;79191;Niort;CHAR;5
CODGEO;Code géographique;Code géographique;79195;Nueil-les-Aubiers;CHAR;5
CODGEO;Code géographique;Code géographique;79202;Parthenay;CHAR;5
CODGEO;Code géographique;Code géographique;79270;Saint-Maixent-l'École;CHAR;5
CODGEO;Code géographique;Code géographique;79307;Sauzé-Vaussais;CHAR;5
CODGEO;Code géographique;Code géographique;79311;Secondigny;CHAR;5
CODGEO;Code géographique;Code géographique;79329;Thouars;CHAR;5
CODGEO;Code géographique;Code géographique;80001;Abbeville;CHAR;5
CODGEO;Code géographique;Code géographique;80010;Ailly-sur-Noye;CHAR;5
CODGEO;Code géographique;Code géographique;80013;Airaines;CHAR;5
CODGEO;Code géographique;Code géographique;80016;Albert;CHAR;5
CODGEO;Code géographique;Code géographique;80021;Amiens;CHAR;5
CODGEO;Code géographique;Code géographique;80211;Conty;CHAR;5
CODGEO;Code géographique;Code géographique;80212;Corbie;CHAR;5
CODGEO;Code géographique;Code géographique;80222;Crécy-en-Ponthieu;CHAR;5
CODGEO;Code géographique;Code géographique;80253;Doullens;CHAR;5
CODGEO;Code géographique;Code géographique;80318;Flixecourt;CHAR;5
