CODGEO;NBMENFISC21;NBPERSMENFISC21;MED21;PIMP21;TP6021;TP60AGE121;TP60AGE221;TP60AGE321;TP60AGE421;TP60AGE521;TP60AGE621;TP60TOL121;TP60TOL221;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PPAT21;PPSOC21;PPFAM21;PPMINI21;PPLOGT21;PIMPOT21;D121;D921;RD21
71417;2479;5119;23320;52,4;10,7;s;s;s;s;s;s;7,3;26,2;63,6;52,8;2,6;8,2;36,2;11,2;3,8;1,5;1,7;0,6;-14,8;13540;38550;2,8
71419;4285;9056;21440;44,6;13,3;s;s;15,0;12,5;11,7;15,7;11,0;23,2;63,1;53,7;2,5;6,9;38,5;6,4;4,7;1,8;2,2;0,7;-12,7;12780;33820;2,6
71512;3055;6795;23020;51,7;9,6;s;s;s;s;s;s;6,4;19,0;71,6;64,3;2,6;4,7;31,6;6,5;4,7;1,9;2,0;0,8;-14,4;14060;36100;2,6
71543;8983;18726;22510;49,9;12,5;s;14,6;12,0;12,7;11,0;10,3;7,7;27,7;65,2;57,7;2,6;4,9;37,1;6,8;4,8;1,7;2,3;0,8;-13,9;13070;35930;2,7
72029;3193;7142;22060;46,0;11,0;s;s;s;s;s;s;7,2;23,1;69,8;60,6;2,5;6,7;31,0;7,5;4,9;2,1;2,0;0,8;-13,2;13670;33790;2,5
72039;4819;10779;21660;45,1;10,7;s;s;14,7;s;10,8;s;6,8;26,0;71,5;63,2;2,5;5,8;30,7;6,0;4,6;2,1;1,8;0,7;-12,8;13580;32890;2,4
72068;4410;8906;21390;43,5;14,0;s;19,0;15,7;15,3;12,6;s;9,1;31,6;57,8;47,7;3,2;6,9;42,1;8,6;4,5;1,6;2,1;0,8;-13,0;12600;34050;2,7
72071;7248;15235;21080;42,2;14,9;s;20,4;13,4;16,3;12,2;11,3;8,2;34,6;61,1;53,6;2,9;4,6;38,6;7,1;5,8;2,0;2,7;1,1;-12,6;12170;32610;2,7
72089;3391;8083;22510;47,2;10,1;s;s;10,1;s;s;s;6,3;24,6;73,5;64,1;2,7;6,7;26,6;8,8;4,5;2,2;1,6;0,7;-13,4;13810;35280;2,6
72090;8951;20284;21750;47,0;10,9;s;12,7;13,7;8,9;8,3;s;6,5;25,8;70,0;63,2;2,6;4,2;31,4;6,0;5,3;2,4;2,1;0,8;-12,7;13570;32590;2,4
72124;8268;19229;22070;45,4;9,6;s;9,9;10,7;8,7;8,5;s;6,2;23,5;71,4;64,0;2,6;4,8;30,7;6,1;4,7;2,3;1,7;0,7;-12,9;13970;32840;2,4
72132;11288;24536;22230;49,8;11,9;15,2;15,3;13,9;12,2;8,8;7,4;5,7;26,7;66,8;58,9;2,6;5,3;34,5;7,8;4,8;1,8;2,1;0,9;-13,9;13150;34420;2,6
72138;4072;8799;21160;42,7;14,2;s;18,1;15,9;12,8;11,9;s;8,7;32,8;64,5;55,8;2,6;6,1;34,6;7,2;5,7;2,3;2,4;1,0;-12,0;12580;32100;2,6
72143;2805;6261;21710;45,4;12,8;s;s;13,4;s;s;s;8,7;28,6;66,5;57,6;2,6;6,3;30,1;11,4;4,8;2,1;1,9;0,8;-12,8;12790;33090;2,6
72154;10472;22854;21820;45,9;12,0;18,5;15,3;12,9;10,4;10,2;8,9;5,6;27,0;67,0;60,4;2,5;4,1;34,0;6,7;5,6;2,1;2,5;1,0;-13,3;13160;33990;2,6
72168;4528;10459;21610;46,2;11,2;s;12,5;12,5;s;s;s;6,5;26,1;72,9;63,0;2,5;7,4;27,9;7,3;5,2;2,5;1,9;0,8;-13,3;13470;33360;2,5
72176;3510;7367;20780;40,1;15,3;s;23,4;19,3;s;11,8;s;8,7;34,7;57,8;49,8;2,8;5,2;41,5;7,4;5,2;2,0;2,2;1,0;-11,9;12290;31500;2,6
72180;6304;13267;20950;42,0;15,6;s;19,8;20,7;16,4;9,9;s;8,1;34,5;60,5;53,0;2,9;4,6;38,8;6,9;6,1;2,2;2,7;1,2;-12,3;12220;32050;2,6
72181;119089;259526;22640;52,3;15,7;28,6;20,3;18,2;14,2;9,7;7,4;5,0;35,6;70,0;63,3;2,5;4,2;31,7;7,0;6,5;2,3;2,8;1,4;-15,2;11800;37100;3,1
72189;2119;4517;20620;40,7;14,5;s;s;s;s;s;s;9,5;26,9;63,3;53,7;2,5;7,1;34,1;8,5;6,4;2,2;3,1;1,1;-12,3;12540;32810;2,6
72213;5244;12705;23390;56,3;7,3;s;9,8;8,5;s;s;s;5,0;21,0;72,8;67,7;2,1;3,0;31,9;5,4;4,0;2,0;1,4;0,6;-14,1;15100;35580;2,4
72231;3405;8375;23960;57,3;6,5;s;s;s;s;s;s;5,0;19,5;75,0;68,8;1,9;4,3;29,7;6,4;3,8;2,1;1,2;0,5;-14,9;15610;35660;2,3
72264;13696;31186;21340;47,4;12,9;19,1;17,3;14,0;10,6;10,0;9,8;5,1;28,6;69,2;62,4;2,4;4,4;29,8;8,6;5,7;2,5;2,1;1,1;-13,3;12930;33400;2,6
72269;6977;14546;21570;46,6;13,3;s;16,1;14,2;15,0;10,8;s;8,1;30,3;61,1;51,2;3,1;6,8;39,3;6,9;5,1;1,8;2,4;0,9;-12,4;12780;32610;2,6
72334;3866;8464;20750;41,0;16,9;s;21,3;20,6;15,1;12,8;s;11,1;34,1;64,1;53,7;2,6;7,8;35,1;7,0;6,1;2,4;2,6;1,1;-12,3;11890;32520;2,7
72346;11365;27214;22740;50,0;7,9;s;7,6;7,0;8,6;7,5;9,4;5,0;20,4;75,7;68,9;2,4;4,4;27,9;5,3;4,4;2,2;1,5;0,7;-13,3;14610;33590;2,3
72373;2265;4685;21900;48,3;10,5;s;s;s;s;s;s;6,0;25,1;64,5;54,5;2,5;7,5;37,3;8,2;4,2;1,7;1,7;0,8;-14,2;13560;33540;2,5
73006;3833;8252;23660;57,6;10,7;s;s;11,3;12,1;s;s;8,8;15,5;75,6;64,7;4,8;6,1;25,7;12,0;2,9;1,4;1,0;0,5;-16,2;13510;38260;2,8
73008;26611;55533;25840;60,4;10,0;15,1;11,5;11,5;10,3;7,5;7,4;5,0;19,5;69,9;61,6;2,9;5,4;30,1;15,0;3,1;1,2;1,3;0,6;-18,1;13840;47100;3,4
73010;4606;11404;26430;63,3;6,3;s;s;7,4;s;s;s;5,0;14,9;83,5;75,8;2,7;5,0;22,1;7,6;2,7;1,6;0,8;0,3;-15,9;16000;42620;2,7
73011;21337;46788;23490;55,4;11,6;14,3;13,8;14,3;10,1;8,7;9,5;5,5;23,4;71,8;64,0;2,9;4,9;30,3;8,6;4,4;1,8;1,8;0,8;-15,1;13280;37840;2,8
73034;1616;3340;22980;55,1;11,3;s;s;s;s;s;s;10,4;s;68,6;54,9;4,4;9,3;30,5;14,4;2,3;1,1;0,8;0,4;-15,8;13390;39190;2,9
73054;6100;12808;23260;57,4;14,1;s;12,8;16,9;14,5;12,4;s;11,9;17,7;74,4;61,3;5,6;7,5;24,7;14,7;2,8;1,2;1,1;0,5;-16,6;11860;38360;3,2
73055;3057;6333;23730;59,7;14,0;s;s;16,9;15,4;s;s;12,0;18,2;73,2;60,2;5,3;7,7;25,3;17,1;2,1;1,0;0,7;0,4;-17,7;11420;41020;3,6
73065;63560;136231;24470;58,3;12,2;19,0;14,4;14,5;11,9;8,2;6,6;5,0;24,0;73,4;65,3;2,8;5,3;28,8;9,7;4,8;1,7;2,1;1,0;-16,7;13050;41920;3,2
73157;3953;8122;22970;56,6;13,2;s;15,7;16,4;s;s;s;8,7;23,8;67,1;55,9;3,7;7,5;34,2;10,3;3,0;1,4;1,1;0,5;-14,6;12620;37120;2,9
73171;3529;8164;24030;56,9;8,5;s;s;10,6;s;s;s;5,0;17,1;75,8;69,0;2,5;4,3;26,9;7,9;4,1;2,0;1,5;0,6;-14,7;14630;38110;2,6
