CODGEO;NBMENFISC21;NBPERSMENFISC21;MED21;PIMP21;TP6021;TP60AGE121;TP60AGE221;TP60AGE321;TP60AGE421;TP60AGE521;TP60AGE621;TP60TOL121;TP60TOL221;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PPAT21;PPSOC21;PPFAM21;PPMINI21;PPLOGT21;PIMPOT21;D121;D921;RD21
247100290;41944;86496;21400;46,0;14,5;22,2;17,0;18,3;14,0;10,9;10,4;6,4;29,5;62,6;55,8;2,7;4,1;38,5;5,7;6,4;2,0;3,1;1,3;-13,2;12510;34310;2,7
247100589;50833;107869;22600;52,5;13,5;20,5;17,6;16,1;11,6;9,5;9,4;5,3;28,4;69,6;61,9;2,5;5,2;32,2;7,8;5,8;2,0;2,7;1,1;-15,4;12710;37820;3,0
247100639;2817;5969;21550;42,1;13,7;s;s;s;s;s;s;9,9;26,5;61,6;51,7;2,2;7,7;37,5;9,5;4,6;1,8;2,0;0,8;-13,2;12850;34070;2,7
247100647;3082;6272;21220;43,2;14,7;s;s;s;s;12,4;s;13,0;24,2;59,1;49,6;2,5;7,0;41,5;7,3;4,6;1,7;2,2;0,7;-12,5;12270;33490;2,7
247103765;4902;10650;23290;52,9;9,5;s;s;10,7;s;9,1;s;6,6;19,7;69,5;61,4;2,4;5,7;33,7;7,3;4,2;1,7;1,8;0,7;-14,7;14090;37030;2,6
247103864;2243;4970;22430;48,6;11,1;s;s;s;s;s;s;9,2;s;62,4;51,2;1,9;9,3;34,3;13,5;3,6;1,6;1,4;0,6;-13,8;13520;37190;2,8
247104094;5095;11293;24250;55,8;9,5;s;s;10,1;9,7;9,0;s;6,2;23,6;70,2;59,4;2,4;8,4;31,6;10,5;3,6;1,6;1,4;0,6;-15,9;14100;40140;2,8
247200090;11922;26982;21370;47,7;13,2;21,2;17,7;14,7;10,3;9,5;9,9;5,0;28,8;69,0;62,8;2,4;3,8;30,2;8,3;5,8;2,5;2,2;1,1;-13,3;12870;33480;2,6
247200132;94755;198998;21950;50,7;18,6;33,1;25,2;22,1;16,7;11,2;7,7;5,0;37,5;67,9;61,2;2,6;4,1;32,8;7,3;7,2;2,3;3,3;1,6;-15,2;11050;37220;3,4
247200348;11664;25985;21970;46,3;11,4;15,7;13,5;11,7;10,6;10,3;8,7;5,4;26,7;68,9;62,0;2,5;4,4;32,4;6,5;5,5;2,2;2,3;1,0;-13,3;13340;33820;2,5
247200421;7091;17561;24180;57,9;6,4;s;6,7;7,1;5,7;s;s;5,0;17,3;76,1;69,0;1,9;5,2;29,0;7,4;3,6;1,9;1,2;0,5;-16,1;15440;37730;2,4
